,Company Name,Country,Launcher,Shuttle,Rocket,Status Rocket,Year,Month,Status Mission
2783,RVSN USSR,Russian Federation,Molniya-M /Block ML, Cosmos 853,,StatusRetired,1976,9,Partial Failure
2784,CASC,China,Feng Bao 1, JSSW-5,,StatusRetired,1976,8,Success
2785,RVSN USSR,Kazakhstan,Soyuz U, Cosmos 852,,StatusRetired,1976,8,Success
2786,RVSN USSR,Russian Federation,Vostok-2M, Cosmos 851,,StatusRetired,1976,8,Success
2787,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 850,,StatusRetired,1976,8,Success
2788,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 849,,StatusRetired,1976,8,Success
2789,RVSN USSR,Russian Federation,Soyuz U, Cosmos 848,,StatusRetired,1976,8,Success
2790,Martin Marietta,USA,Titan III(34)B Agena-D, Quasar 2,,StatusRetired,1976,8,Success
2791,RVSN USSR,Russian Federation,Soyuz U, Cosmos 847,,StatusRetired,1976,8,Success
2792,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 846,,StatusRetired,1976,7,Success
2793,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Intercosmos-16,,StatusRetired,1976,7,Success
2794,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 845,,StatusRetired,1976,7,Success
2795,RVSN USSR,Kazakhstan,Molniya-M /Block ML, Molniya-1 n†­62,,StatusRetired,1976,7,Success
2796,General Dynamics,USA,Atlas-SLV3D Centaur-D1AR, Comstar D2,,StatusRetired,1976,7,Success
2797,RVSN USSR,Russian Federation,Soyuz U, Cosmos 844,,StatusRetired,1976,7,Success
2798,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 843,,StatusRetired,1976,7,Success
2799,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 842,,StatusRetired,1976,7,Success
2800,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 841,,StatusRetired,1976,7,Success
2801,RVSN USSR,Russian Federation,Soyuz U, Cosmos 840,,StatusRetired,1976,7,Success
2802,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 839,,StatusRetired,1976,7,Success
2803,Martin Marietta,USA,Titan IIID," KH-9, S3 & SSF-D-1",,StatusRetired,1976,7,Success
2804,RVSN USSR,Kazakhstan,Soyuz, Soyuz 21,,StatusRetired,1976,7,Success
2805,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 838,,StatusRetired,1976,7,Success
2806,RVSN USSR,Russian Federation,Molniya-M /Block ML, Cosmos 837,,StatusRetired,1976,7,Partial Failure
2807,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 836,,StatusRetired,1976,6,Success
2808,RVSN USSR,Kazakhstan,Voskhod, Cosmos 835,,StatusRetired,1976,6,Success
2809,Martin Marietta,USA,Titan III(23)C, DSP-6,,StatusRetired,1976,6,Success
2810,RVSN USSR,Russian Federation,Soyuz U, Cosmos 834,,StatusRetired,1976,6,Success
2811,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Intercosmos-15,,StatusRetired,1976,6,Success
2812,RVSN USSR,Russian Federation,Voskhod, Cosmos 833,,StatusRetired,1976,6,Success
2813,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 825 to 832,,StatusRetired,1976,6,Success
2814,RVSN USSR,Kazakhstan,Voskhod, Cosmos 824,,StatusRetired,1976,6,Success
2815,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 823,,StatusRetired,1976,6,Success
2816,Martin Marietta,USA,Titan III(34)B Agena-D, Quasar 1,,StatusRetired,1976,6,Success
2817,RVSN USSR,Russian Federation,Voskhod, Cosmos 821,,StatusRetired,1976,5,Success
2818,RVSN USSR,Russian Federation,Soyuz U, Cosmos 820,,StatusRetired,1976,5,Success
2819,RVSN USSR,Kazakhstan,Voskhod, Cosmos 819,,StatusRetired,1976,5,Success
2820,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 818,,StatusRetired,1976,5,Success
2821,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­35,,StatusRetired,1976,5,Success
2822,General Dynamics,USA,Atlas-SLV3D Centaur-D1AR, Comstar D1,,StatusRetired,1976,5,Success
2823,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­60,,StatusRetired,1976,5,Success
2824,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 822,,StatusRetired,1976,5,Success
2825,RVSN USSR,Kazakhstan,Voskhod, Cosmos 817,,StatusRetired,1976,5,Success
2826,General Dynamics,USA,Atlas-E/F MSD, NOSS-1,,StatusRetired,1976,4,Success
2827,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 816,,StatusRetired,1976,4,Success
2828,RVSN USSR,Russian Federation,Voskhod, Cosmos 815,,StatusRetired,1976,4,Success
2829,RVSN USSR,Russian Federation,Voskhod, Cosmos 813,,StatusRetired,1976,4,Success
2830,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­34,,StatusRetired,1976,4,Success
2831,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 812,,StatusRetired,1976,4,Success
2832,RVSN USSR,Russian Federation,Soyuz M, Cosmos 811,,StatusRetired,1976,3,Success
2833,RVSN USSR,Russian Federation,Voskhod, Cosmos 810,,StatusRetired,1976,3,Success
2834,US Air Force,USA,Titan III(24)B, OPS 7600,,StatusRetired,1976,3,Success
2835,RVSN USSR,Kazakhstan,Molniya-M /Block ML, Molniya-1 n†­59,,StatusRetired,1976,3,Success
2836,RVSN USSR,Kazakhstan,Soyuz U, Cosmos 809,,StatusRetired,1976,3,Success
2837,RVSN USSR,Russian Federation,Vostok-2M, Cosmos 808,,StatusRetired,1976,3,Success
2838,Martin Marietta,USA,Titan III(23)C," LES-8, LES-9, Solrad-11a, Solrad-11b",,StatusRetired,1976,3,Success
2839,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 814,,StatusRetired,1976,3,Success
2840,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 807,,StatusRetired,1976,3,Success
2841,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-1 n†­58,,StatusRetired,1976,3,Success
2842,RVSN USSR,Kazakhstan,Soyuz U, Cosmos 806,,StatusRetired,1976,3,Success
2843,MHI,Japan,N-I, Ume 1,,StatusRetired,1976,2,Success
2844,RVSN USSR,Russian Federation,Soyuz U, Cosmos 805,,StatusRetired,1976,2,Success
2845,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 804,,StatusRetired,1976,2,Success
2846,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 803,,StatusRetired,1976,2,Success
2847,RVSN USSR,Kazakhstan,Voskhod, Cosmos 802,,StatusRetired,1976,2,Success
2848,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 801,,StatusRetired,1976,2,Success
2849,ISAS,Japan,Mu-III C, Corsa A,,StatusRetired,1976,2,Failure
2850,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 800,,StatusRetired,1976,2,Success
2851,General Dynamics,USA,Atlas-SLV3D Centaur-D1AR, Intelsat 4A F2,,StatusRetired,1976,1,Success
2852,RVSN USSR,Kazakhstan,Voskhod, Cosmos 799,,StatusRetired,1976,1,Success
2853,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 791 to 798,,StatusRetired,1976,1,Success
2854,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 790,,StatusRetired,1976,1,Success
2855,RVSN USSR,Kazakhstan,Molniya-M /Block ML, Molniya-1 n†­57,,StatusRetired,1976,1,Success
2856,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 789,,StatusRetired,1976,1,Success
2857,Martin Marietta,USA,Titan IIIE, Helios-2,,StatusRetired,1976,1,Success
2858,RVSN USSR,Russian Federation,Voskhod, Cosmos 788,,StatusRetired,1976,1,Success
2859,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 787,,StatusRetired,1976,1,Success
2860,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­56,,StatusRetired,1975,12,Success
2861,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­33,,StatusRetired,1975,12,Success
2862,RVSN USSR,Kazakhstan,Molniya-M /Block SO-L, Prognoz n†­4,,StatusRetired,1975,12,Success
2863,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), DS-P1 satellite,,StatusRetired,1975,12,Failure
2864,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-2 n†­55,,StatusRetired,1975,12,Success
2865,RVSN USSR,Kazakhstan,Voskhod, Cosmos 786,,StatusRetired,1975,12,Success
2866,CASC,China,Feng Bao 1, JSSW-4,,StatusRetired,1975,12,Success
2867,Martin Marietta,USA,Titan III(23)C, DSP-5,,StatusRetired,1975,12,Success
2868,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 785,,StatusRetired,1975,12,Success
2869,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Intercosmos-14,,StatusRetired,1975,12,Success
2870,Martin Marietta,USA,Titan IIID, KH-9 & S3,,StatusRetired,1975,12,Success
2871,RVSN USSR,Russian Federation,Voskhod, Cosmos 784,,StatusRetired,1975,12,Success
2872,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 783,,StatusRetired,1975,11,Success
2873,RVSN USSR,Russian Federation,Soyuz U, Cosmos 782,,StatusRetired,1975,11,Success
2874,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 781,,StatusRetired,1975,11,Success
2875,RVSN USSR,Kazakhstan,Voskhod, Cosmos 780,,StatusRetired,1975,11,Success
2876,RVSN USSR,Kazakhstan,Soyuz U, Soyuz 20,,StatusRetired,1975,11,Success
2877,CASC,China,Long March 2, FSW-0 No.1,,StatusRetired,1975,11,Success
2878,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 778,,StatusRetired,1975,11,Success
2879,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­54,,StatusRetired,1975,11,Success
2880,RVSN USSR,Russian Federation,Voskhod, Cosmos 779,,StatusRetired,1975,11,Success
2881,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 777,,StatusRetired,1975,10,Success
2882,RVSN USSR,Russian Federation,Voskhod, Cosmos 776,,StatusRetired,1975,10,Success
2883,US Air Force,USA,Titan III(24)B, OPS 5499,,StatusRetired,1975,10,Success
2884,RVSN USSR,Kazakhstan,Voskhod, Cosmos 774,,StatusRetired,1975,10,Success
2885,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 773,,StatusRetired,1975,9,Success
2886,RVSN USSR,Kazakhstan,Soyuz U, Cosmos 772,,StatusRetired,1975,9,Success
2887,CNES,France,Diamant BP4, Aura,,StatusRetired,1975,9,Success
2888,General Dynamics,USA,Atlas-SLV3D Centaur-D1AR, Intelsat 4A F1,,StatusRetired,1975,9,Success
2889,RVSN USSR,Russian Federation,Soyuz U, Cosmos 771,,StatusRetired,1975,9,Success
2890,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 770,,StatusRetired,1975,9,Success
2891,RVSN USSR,Russian Federation,Voskhod, Cosmos 769,,StatusRetired,1975,9,Success
2892,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­32,,StatusRetired,1975,9,Success
2893,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 761 to 768,,StatusRetired,1975,9,Success
2894,RVSN USSR,Kazakhstan,Voskhod, Cosmos 760,,StatusRetired,1975,9,Success
2895,RVSN USSR,Russian Federation,Soyuz U, Cosmos 759,,StatusRetired,1975,9,Success
2896,Martin Marietta,USA,Titan IIIE, Viking 2,,StatusRetired,1975,9,Success
